,position,title,place_id,data_id,data_cid,reviews_link,photos_link,gps_coordinates,place_id_search,rating,reviews,unclaimed_listing,type,address,open_state,hours,operating_hours,phone,website,service_options,thumbnail,price,description,user_review,Unnamed: 0.1,Unnamed: 0
1,2,Restaurang Piga,ChIJw88j17WMT0YRHlJwW7Nw2zw,0x464f8cb5d723cfc3:0x3cdb70b35b70521e,4385222577810854430,https://serpapi.com/search.json?data_id=0x464f8cb5d723cfc3%3A0x3cdb70b35b70521e&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464f8cb5d723cfc3%3A0x3cdb70b35b70521e&engine=google_maps_photos&hl=sv,"{'latitude': 57.6998021, 'longitude': 11.9094758}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464f8cb5d723cfc3%3A0x3cdb70b35b70521e%218m2%213d57.6998021%214d11.9094758&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,4.6,711.0,,Restaurang,"Ostindiefararen 11, 417 65 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'fredag': '17–23', 'lördag': '13–23', 'söndag': '13–23', 'måndag': '17–23', 'tisdag': '17–23', 'onsdag': '17–23', 'torsdag': '17–23'}",+46 31 23 04 44,http://www.restaurangpiga.se/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipM7Rb2D3uQj7oyzbJ55kOEzR5UOJy4sAyoubZ4C=w122-h92-k-no,$$,,,,
2,3,Kök & Bar 67,ChIJ2xXQ8AaNT0YRx-6C8EaX0Ww,0x464f8d06f0d015db:0x6cd19746f082eec7,7841214757167361735,https://serpapi.com/search.json?data_id=0x464f8d06f0d015db%3A0x6cd19746f082eec7&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464f8d06f0d015db%3A0x6cd19746f082eec7&engine=google_maps_photos&hl=sv,"{'latitude': 57.7011119, 'longitude': 11.9139289}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464f8d06f0d015db%3A0x6cd19746f082eec7%218m2%213d57.7011119%214d11.9139289&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,3.6,9.0,True,Restaurang,"Maskingatan 11, 417 64 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'fredag': '18–00', 'lördag': '17:30–00', 'söndag': 'Stängt', 'måndag': '18–23', 'tisdag': '18–23', 'onsdag': '18–23', 'torsdag': '18–23'}",,,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipNldNCRF_rFUcGt3wgCmY1p1LAVjRcCKe63woO3=w122-h92-k-no,,,,,
3,4,Feskarbrittas kro,ChIJxXzblLSMT0YRa8Cxug-lvoo,0x464f8cb494db7cc5:0x8abea50fbab1c06b,9997609709784383595,https://serpapi.com/search.json?data_id=0x464f8cb494db7cc5%3A0x8abea50fbab1c06b&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464f8cb494db7cc5%3A0x8abea50fbab1c06b&engine=google_maps_photos&hl=sv,"{'latitude': 57.701009899999995, 'longitude': 11.9162699}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464f8cb494db7cc5%3A0x8abea50fbab1c06b%218m2%213d57.701009899999995%214d11.9162699&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,3.9,905.0,,Fisk- och skaldjursrestaurang,"Kvarnpirsgatan 8, 417 64 Göteborg, Sverige",Öppet ⋅ Stänger 22:30,Öppet ⋅ Stänger 22:30,"{'fredag': '11–22:30', 'lördag': '12–22:30', 'söndag': '12–20', 'måndag': '11–17', 'tisdag': '11–21', 'onsdag': '11–21', 'torsdag': '11–21'}",+46 70 741 12 50,http://www.feskarbrittaskro.se/,"{'servering': True, 'hämtning_utanför': True, 'kontaktfri_leverans': True}",https://lh5.googleusercontent.com/p/AF1QipOOABvOa2tsvTz7i6eEoipizYpq9hH8LMixw4v6=w163-h92-k-no,$$,,,,
4,5,River Restaurant On The Pier,ChIJuyr1aLSMT0YRsv_WqAiHbP4,0x464f8cb468f52abb:0xfe6c8708a8d6ffb2,18333176654380597170,https://serpapi.com/search.json?data_id=0x464f8cb468f52abb%3A0xfe6c8708a8d6ffb2&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464f8cb468f52abb%3A0xfe6c8708a8d6ffb2&engine=google_maps_photos&hl=sv,"{'latitude': 57.699790199999995, 'longitude': 11.9157057}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464f8cb468f52abb%3A0xfe6c8708a8d6ffb2%218m2%213d57.699790199999995%214d11.9157057&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,4.5,584.0,,Exklusiv restaurang,"Dockepiren 1, 417 64 Göteborg, Sverige",Öppet,,,+46 31 51 00 00,http://www.riverrestaurant.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipNFVAgjSW8dvhDVsIlVh4I5ekrwSlUwu20LNk3s=w122-h92-k-no,$$$,,,,
5,6,Cyrano Eriksberg,ChIJyYw-LbKMT0YRr5M4co6M7PA,0x464f8cb22d3e8cc9:0xf0ec8c8e723893af,17360405207035974575,https://serpapi.com/search.json?data_id=0x464f8cb22d3e8cc9%3A0xf0ec8c8e723893af&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464f8cb22d3e8cc9%3A0xf0ec8c8e723893af&engine=google_maps_photos&hl=sv,"{'latitude': 57.7057584, 'longitude': 11.9126271}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464f8cb22d3e8cc9%3A0xf0ec8c8e723893af%218m2%213d57.7057584%214d11.9126271&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,4.1,176.0,,Pizzeria,"Danagatan 1, 418 76 Göteborg, Sverige",Öppet ⋅ Stänger 22,Öppet ⋅ Stänger 22,"{'fredag': '11–22', 'lördag': '12–22', 'söndag': '12–21', 'måndag': '11–21', 'tisdag': '11–21', 'onsdag': '11–21', 'torsdag': '11–21'}",+46 31 22 95 00,https://cyrano.se/Restaurant/Detail?Url=cyrano-eriksberg#mainmenucategory,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipM4AwBwfHlJk7N2IwYsbeA4UUrlRrbxBza5fJn9=w163-h92-k-no,$$,,,,
6,7,Cyrano Majorna,ChIJ4ej24TTzT0YRLl5htsgNXWQ,0x464ff334e1f6e8e1:0x645d0dc8b6615e2e,7231951732331339310,https://serpapi.com/search.json?data_id=0x464ff334e1f6e8e1%3A0x645d0dc8b6615e2e&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff334e1f6e8e1%3A0x645d0dc8b6615e2e&engine=google_maps_photos&hl=sv,"{'latitude': 57.6933991, 'longitude': 11.9180125}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff334e1f6e8e1%3A0x645d0dc8b6615e2e%218m2%213d57.6933991%214d11.9180125&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,4.0,409.0,,Fransk restaurang,"Karl Johansgatan 61, 414 55 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'fredag': '11–23', 'lördag': '12–23', 'söndag': '12–21', 'måndag': '11–22', 'tisdag': '11–22', 'onsdag': '11–22', 'torsdag': '11–22'}",+46 31 12 81 00,https://cyrano.se/Restaurant/Detail?Url=cyrano-majorna#mainmenucategory,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipNdw5FhY39LMaIKE7S0K9IjtKYRh9tevgch9K1P=w131-h92-k-no,$$,,,,
7,8,Tapas by river,ChIJTXDh7rWMT0YRKD-NQiMqqsw,0x464f8cb5eee1704d:0xccaa2a23428d3f28,14747646260706885416,https://serpapi.com/search.json?data_id=0x464f8cb5eee1704d%3A0xccaa2a23428d3f28&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464f8cb5eee1704d%3A0xccaa2a23428d3f28&engine=google_maps_photos&hl=sv,"{'latitude': 57.698062799999995, 'longitude': 11.909863099999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464f8cb5eee1704d%3A0xccaa2a23428d3f28%218m2%213d57.698062799999995%214d11.909863099999999&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,4.3,201.0,,Restaurang,"Ostindiefararen 61, 417 65 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'fredag': '16–23', 'lördag': '16–23', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': 'Stängt', 'onsdag': '17–23', 'torsdag': '17–23'}",+46 31 51 00 00,http://www.tapasbyriver.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMXjIeFD2fT4l5P8r1LZm79kKSuvxoJUrH3LPId=w90-h92-k-no,$$,,,,
8,9,Restaurang Faro,ChIJyTxyVrSMT0YRZdxd_CD7C38,0x464f8cb456723cc9:0x7f0bfb20fc5ddc65,9154686786652200037,https://serpapi.com/search.json?data_id=0x464f8cb456723cc9%3A0x7f0bfb20fc5ddc65&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464f8cb456723cc9%3A0x7f0bfb20fc5ddc65&engine=google_maps_photos&hl=sv,"{'latitude': 57.700036, 'longitude': 11.913679}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464f8cb456723cc9%3A0x7f0bfb20fc5ddc65%218m2%213d57.700036%214d11.913679&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,4.1,681.0,,Italiensk restaurang,"Eriksbergstorget 13, 417 64 Göteborg, Sverige",Öppet ⋅ Stänger 01,Öppet ⋅ Stänger 01,"{'fredag': '15–01', 'lördag': '13–01', 'söndag': '13–01', 'måndag': '15–01', 'tisdag': '15–01', 'onsdag': '15–01', 'torsdag': '15–01'}",+46 31 50 82 70,http://www.restaurangfaro.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipN4SWXN7vOSc0pq4wRmoHDFO-67kaQSz6dXkwx8=w163-h92-k-no,$$,,,,
9,10,Gaubi Eriksberg,ChIJJwCY3PONT0YR6iuVUGptA54,0x464f8df3dc980027:0x9e036d6a50952bea,11386064586308660202,https://serpapi.com/search.json?data_id=0x464f8df3dc980027%3A0x9e036d6a50952bea&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464f8df3dc980027%3A0x9e036d6a50952bea&engine=google_maps_photos&hl=sv,"{'latitude': 57.698687, 'longitude': 11.9097397}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464f8df3dc980027%3A0x9e036d6a50952bea%218m2%213d57.698687%214d11.9097397&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,4.2,154.0,,Restaurang,"Ostindiefararen 43, 417 65 Göteborg, Sverige",Öppet ⋅ Stänger 22,Öppet ⋅ Stänger 22,"{'fredag': '11–22', 'lördag': '12–22', 'söndag': '12–21', 'måndag': '16–21', 'tisdag': '16–21', 'onsdag': '16–21', 'torsdag': '16–21'}",+46 31 65 01 00,http://gaubi.se/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipNDeCWU6VoT5N1gVh-6Kr7i2tJtaC4F7554IIAl=w80-h106-k-no,$$,,,,
10,11,View Skybar & Restaurant,ChIJFWDRBWjzT0YRoh1PLj-P3M8,0x464ff36805d16015:0xcfdc8f3f2e4f1da2,14978003962250075554,https://serpapi.com/search.json?data_id=0x464ff36805d16015%3A0xcfdc8f3f2e4f1da2&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36805d16015%3A0xcfdc8f3f2e4f1da2&engine=google_maps_photos&hl=sv,"{'latitude': 57.7037796, 'longitude': 11.9565266}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36805d16015%3A0xcfdc8f3f2e4f1da2%218m2%213d57.7037796%214d11.9565266&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,4.2,606.0,,Restaurang,"Stora Badhusgatan 26, 411 21 Göteborg, Sverige",Öppet ⋅ Stänger 01,Öppet ⋅ Stänger 01,"{'fredag': '15–01', 'lördag': '14–01', 'söndag': '15–23', 'måndag': '15–00', 'tisdag': '15–00', 'onsdag': '15–00', 'torsdag': '15–00'}",+46 31 750 10 00,http://www.rivertonview.se/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMT1F-dte9Tjp1AcBf930X1eL9m-NoT_F5nV_A=w138-h92-k-no,$$,,,,
11,12,Magazzino,ChIJh7FFOmbzT0YR4hIrHDBJhSA,0x464ff3663a45b187:0x208549301c2b12e2,2343359652096053986,https://serpapi.com/search.json?data_id=0x464ff3663a45b187%3A0x208549301c2b12e2&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3663a45b187%3A0x208549301c2b12e2&engine=google_maps_photos&hl=sv,"{'latitude': 57.7046089, 'longitude': 11.9617834}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3663a45b187%3A0x208549301c2b12e2%218m2%213d57.7046089%214d11.9617834&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,4.4,1165.0,,Italiensk restaurang,"Magasinsgatan 3, 411 18 Göteborg, Sverige",Öppet ⋅ Stänger 23:30,Öppet ⋅ Stänger 23:30,"{'fredag': '16–23:30', 'lördag': '16–23:30', 'söndag': 'Stängt', 'måndag': '17–23', 'tisdag': '17–23', 'onsdag': '17–23', 'torsdag': '17–23'}",+46 31 13 33 10,http://magazzino.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMxqcTB3csRLW60EUKyfDz7YIIEw9bIxLLO4gyh=w90-h92-k-no,$$,Trivsam italiensk restaurang. Mat och drinkar inspirerade av Italien serveras i en enkel restaurang med uteservering.,,,
12,13,Chateau Beirut - Libanesisk restaurang Göteborg,ChIJ29lg_kjzT0YRD6Ti4PtOlGA,0x464ff348fe60d9db:0x60944efbe0e2a40f,6959274167910966287,https://serpapi.com/search.json?data_id=0x464ff348fe60d9db%3A0x60944efbe0e2a40f&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff348fe60d9db%3A0x60944efbe0e2a40f&engine=google_maps_photos&hl=sv,"{'latitude': 57.6983605, 'longitude': 11.9310602}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff348fe60d9db%3A0x60944efbe0e2a40f%218m2%213d57.6983605%214d11.9310602&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,4.2,561.0,,Libanesisk restaurang,"Karl Johansgatan 7, 414 59 Göteborg, Sverige",Öppet ⋅ Stänger 22:30,Öppet ⋅ Stänger 22:30,"{'fredag': '17–22:30', 'lördag': '17–23', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '17–21', 'onsdag': '17–21', 'torsdag': '17–21'}",+46 31 24 40 50,https://www.chateaubeirut.se/index.php,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipPV_BSfucwDUZFf59o8m83JJpKCqMLZhKdFrn0t=w163-h92-k-no,$$,,,,
13,14,Pizza Lane,ChIJwSHdVLWNT0YRBu1Efxt5dko,0x464f8db554dd21c1:0x4a76791b7f44ed06,5365609165064826118,https://serpapi.com/search.json?data_id=0x464f8db554dd21c1%3A0x4a76791b7f44ed06&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464f8db554dd21c1%3A0x4a76791b7f44ed06&engine=google_maps_photos&hl=sv,"{'latitude': 57.7065274, 'longitude': 11.9037303}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464f8db554dd21c1%3A0x4a76791b7f44ed06%218m2%213d57.7065274%214d11.9037303&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,4.4,76.0,,Restaurang,"Södra Vårvindsgatan 6, 418 77 Göteborg, Sverige",Öppet ⋅ Stänger 21,Öppet ⋅ Stänger 21,"{'fredag': '12–21', 'lördag': '12–21', 'söndag': '12–21', 'måndag': 'Stängt', 'tisdag': '12–21', 'onsdag': '12–21', 'torsdag': '12–21'}",+46 31 714 94 88,http://www.pizzalane.se/,"{'servering': True, 'avhämtning': True, 'kontaktfri_leverans': True}",https://lh5.googleusercontent.com/p/AF1QipPUu2xSUwKCgglcd8Ltk3lQvC4y2Pyz9wNribcw=w122-h92-k-no,,,,,
14,15,Efessos Taverna,ChIJdWg0izXzT0YRnlqUoTrAP0M,0x464ff3358b346875:0x433fc03aa1945a9e,4845803082125433502,https://serpapi.com/search.json?data_id=0x464ff3358b346875%3A0x433fc03aa1945a9e&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3358b346875%3A0x433fc03aa1945a9e&engine=google_maps_photos&hl=sv,"{'latitude': 57.695524999999996, 'longitude': 11.9227218}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3358b346875%3A0x433fc03aa1945a9e%218m2%213d57.695524999999996%214d11.9227218&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,4.5,748.0,,Grekisk restaurang,"Karl Johansgatan 60, 414 55 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'fredag': '16–00', 'lördag': '14–00', 'söndag': '14–22', 'måndag': '16–23', 'tisdag': '16–23', 'onsdag': '16–23', 'torsdag': '16–23'}",+46 31 12 99 78,http://www.efessos.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMKI2Stiz9C285mx6kzYg2gjZaf7pj2JMPPpNzD=w137-h92-k-no,$$,,,,
15,16,Diket,ChIJudOtbDXzT0YRuEAT4YRe6Es,0x464ff3356cadd3b9:0x4be85e84e11340b8,5469725672246296760,https://serpapi.com/search.json?data_id=0x464ff3356cadd3b9%3A0x4be85e84e11340b8&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3356cadd3b9%3A0x4be85e84e11340b8&engine=google_maps_photos&hl=sv,"{'latitude': 57.6979975, 'longitude': 11.930175}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3356cadd3b9%3A0x4be85e84e11340b8%218m2%213d57.6979975%214d11.930175&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,4.5,105.0,,Restaurang,"Karl Johansgatan 11, 414 59 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'fredag': '17–00', 'lördag': 'Stängt', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '17–23', 'onsdag': '17–23', 'torsdag': '17–23'}",+46 31 13 13 23,http://diket.se/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipNqWXSy38lQnsze1JZq2jJ9lyMVxEyl7sIVEGV6=w138-h92-k-no,,,,,
16,17,Restaurang Bryggeriet Avenyn - Restaurang Göteborg,ChIJjWVOGHDzT0YRyChVoFykme0,0x464ff370184e658d:0xed99a45ca05528c8,17120896176159533256,https://serpapi.com/search.json?data_id=0x464ff370184e658d%3A0xed99a45ca05528c8&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff370184e658d%3A0xed99a45ca05528c8&engine=google_maps_photos&hl=sv,"{'latitude': 57.7012845, 'longitude': 11.9731203}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff370184e658d%3A0xed99a45ca05528c8%218m2%213d57.7012845%214d11.9731203&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,3.6,1952.0,,Restaurang,"Kungsportsavenyen 3, 411 36 Göteborg, Sverige",Öppet ⋅ Stänger 04,Öppet ⋅ Stänger 04,"{'fredag': '11–04', 'lördag': '11:30–04', 'söndag': '12–23', 'måndag': '11–23', 'tisdag': '11–23', 'onsdag': '11–23', 'torsdag': '11–23'}",+46 31 711 92 60,http://www.bryggeriet.se/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipP7BqQ-GxN0q5JEZ0H3e7AqRy0zm8Qu3iFzxuMX=w184-h92-k-no,$$,,,,
17,18,Sannegårdens Pizzeria Gamla,ChIJR7O0m2vzT0YRm_dXFENvWE0,0x464ff36b9bb4b347:0x4d586f431457f79b,5573326872765790107,https://serpapi.com/search.json?data_id=0x464ff36b9bb4b347%3A0x4d586f431457f79b&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36b9bb4b347%3A0x4d586f431457f79b&engine=google_maps_photos&hl=sv,"{'latitude': 57.7052713, 'longitude': 11.9195844}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36b9bb4b347%3A0x4d586f431457f79b%218m2%213d57.7052713%214d11.9195844&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,4.3,1304.0,,Pizzeria,"Östra Eriksbergsgatan 24, 417 63 Göteborg, Sverige",Öppet ⋅ Stänger 22,Öppet ⋅ Stänger 22,"{'fredag': '10–22', 'lördag': '11–22', 'söndag': '11–22', 'måndag': '10–22', 'tisdag': '10–22', 'onsdag': '10–22', 'torsdag': '10–22'}",+46 31 65 42 28,https://sannegardens.se/,"{'servering': True, 'avhämtning': True, 'kontaktfri_leverans': True}",https://lh5.googleusercontent.com/p/AF1QipNTGe9QtLAg5b3tVbj7eBPxg5akiVa8DFbuvhjt=w80-h106-k-no,$$,,,,
18,19,Avenyn.7,ChIJn76-s1DzT0YRpBFUxXBuECM,0x464ff350b3bebe9f:0x23106e70c55411a4,2526640821580861860,https://serpapi.com/search.json?data_id=0x464ff350b3bebe9f%3A0x23106e70c55411a4&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff350b3bebe9f%3A0x23106e70c55411a4&engine=google_maps_photos&hl=sv,"{'latitude': 57.701193599999996, 'longitude': 11.9732936}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff350b3bebe9f%3A0x23106e70c55411a4%218m2%213d57.701193599999996%214d11.9732936&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,3.2,29.0,,Restaurang,"Kungsportsavenyen 7, 411 36 Göteborg, Sverige",Öppet ⋅ Stänger 03,Öppet ⋅ Stänger 03,"{'fredag': '09–03', 'lördag': '09–03', 'söndag': '09–22', 'måndag': '09–22', 'tisdag': '09–22', 'onsdag': '09–00', 'torsdag': '09–00'}",+46 31 12 44 44,https://avenyn7.se/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipP_I7dfCaakcCXFvaX6_qkGVC2cIL0b5pRnLxEQ=w138-h92-k-no,,,,,
19,20,Eggers Restaurang,ChIJAQBwg2TzT0YRQRwmup5RuxU,0x464ff36483700001:0x15bb519eba261c41,1565935037611121729,https://serpapi.com/search.json?data_id=0x464ff36483700001%3A0x15bb519eba261c41&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff36483700001%3A0x15bb519eba261c41&engine=google_maps_photos&hl=sv,"{'latitude': 57.707891599999996, 'longitude': 11.9719458}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff36483700001%3A0x15bb519eba261c41%218m2%213d57.707891599999996%214d11.9719458&engine=google_maps&google_domain=google.se&hl=sv&start=0&type=place,3.8,51.0,,Restaurang,"Drottningtorget 2 -4, 411 03 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'fredag': '11:30–00', 'lördag': '13–00', 'söndag': 'Stängt', 'måndag': '11:30–14', 'tisdag': '11:30–14', 'onsdag': '11:30–14', 'torsdag': '11:30–00'}",+46 31 333 44 44,https://www.hoteleggers.se/restaurang-bar/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipNsGjkv6h4iuNGfsyGRqii43SUBovL0wS5ZJ9Va=w80-h106-k-no,,,,,
0,1,Human Restaurang,ChIJZQDECx_zT0YRTskIHQH_Cy8,0x464ff31f0bc40065:0x2f0bff011d08c94e,3390083524773595470,https://serpapi.com/search.json?data_id=0x464ff31f0bc40065%3A0x2f0bff011d08c94e&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff31f0bc40065%3A0x2f0bff011d08c94e&engine=google_maps_photos&hl=sv,"{'latitude': 57.6944039, 'longitude': 11.9559777}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff31f0bc40065%3A0x2f0bff011d08c94e%218m2%213d57.6944039%214d11.9559777&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.8,69.0,,Exklusiv restaurang,"Risåsgatan 8, 413 07 Göteborg, Sverige",Öppet ⋅ Stänger 00,Öppet ⋅ Stänger 00,"{'fredag': '12–14', 'lördag': '17–00', 'söndag': 'Stängt', 'måndag': '17–00', 'tisdag': '17–00', 'onsdag': '12–14', 'torsdag': '12–14'}",+46 31 53 15 33,https://humanrestaurang.se/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipPx6T6wO2F2nsQesQYhDOHxPZyV_iCa8iCDhmQy=w163-h92-k-no,,,,,
1,2,Noot Nordik Kitchen & Bar,ChIJsdI39QvzT0YRUyl1UZpjnPw,0x464ff30bf537d2b1:0xfc9c639a51752953,18202533308367448403,https://serpapi.com/search.json?data_id=0x464ff30bf537d2b1%3A0xfc9c639a51752953&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff30bf537d2b1%3A0xfc9c639a51752953&engine=google_maps_photos&hl=sv,"{'latitude': 57.706931999999995, 'longitude': 11.9721842}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff30bf537d2b1%3A0xfc9c639a51752953%218m2%213d57.706931999999995%214d11.9721842&engine=google_maps&google_domain=google.se&hl=sv&start=20&type=place,4.3,201.0,,Restaurang,"Östra Larmgatan 4, 411 06 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'fredag': '11:30–23', 'lördag': '16–23', 'söndag': 'Stängt', 'måndag': '11:30–23', 'tisdag': '11:30–23', 'onsdag': '11:30–23', 'torsdag': '11:30–23'}",+46 31 758 50 05,http://www.noot.se/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipN9r8FJD6yryyROF5Da3q29GN926mDT4Cin_WVu=w163-h92-k-no,,,,,
